_source,attributes-age,attributes-age-estimated,attributes-bark-circumference,attributes-bark-diameter,attributes-canopy-area,attributes-canopy-diameter,attributes-description,attributes-genus,attributes-good-status,attributes-health-score,attributes-height,attributes-num-barks,attributes-species,attributes-species-clean-en,attributes-species-clean-he,attributes-year-planted,cad_code,cad_gush,cad_parcel,cluster-size,coords,environment-description,environment-grass,environment-habitat,environment-habitat-volume,environment-irrigated,environment-irrigation-type,environment-irrigation-water-quality,environment-lighting,environment-pavement,environment-signage,environment-sitting-area,environment-type,idx,importance-aesthetic,importance-botanical,importance-community,importance-historic,importance-symbolic,location-accuracy,location-address,location-block,location-city,location-elevation,location-grid,location-plot,location-street,location-street-number,location-x,location-x-il,location-y,location-y-il,meta-collection-type,meta-date,meta-internal-id,meta-source,meta-source-type,meta-tree-id,meta-url,muni_code,muni_name,muni_name_en,muni_region,photos-bark,photos-fruit,photos-general,photos-ground,photos-leaf,photos-top-view,photos-wide-view,road_id,road_name,road_type,stat_area_code
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,7.38000069911,,,,,,,,,,,,20016/1,20016,1,1,"[35.29342754237721, 32.51224336197757]",,,,,,,,,,,,,2562466,,,,,,,,,,,,,,,35.29342754237721,227817.95151858285,32.51224336197757,713125.9292513129,חישה מרחוק,2023-02-06,canopy-2425561,מיפוי חופות עצים,ממשלתי,8G4QG76V+V9VP,https://data.gov.il/dataset/nationalcanopytrees,08,הגלבוע,Hagilbo'a,צפון,,,,,,,,,,,6350001
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,37.5800035687,,,,,,,,,,,,13487/21,13487,21,1,"[35.5919002404945, 32.975061176616364]",,,,,,,,,,,,,2954477,,,,,,,,,,,,,,,35.5919002404945,255676.3463531629,32.975061176616364,764516.1778648136,חישה מרחוק,2023-02-06,canopy-2865924,מיפוי חופות עצים,ממשלתי,8G4QXHGR+2QCH,https://data.gov.il/dataset/nationalcanopytrees,01,הגליל העליון,Hagalil Ha'elyon,צפון,,,,,,,,,,,5501
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,26.080002476,,,,,,,,,,,,17224/4,17224,4,1,"[35.39380886397791, 32.69574127472762]",,,,,,,,,,,,,2597288,,,,,,,,,,,,,,,35.39380886397791,237214.06399310796,32.69574127472762,733487.9881778376,חישה מרחוק,2023-02-06,canopy-2466114,מיפוי חופות עצים,ממשלתי,8G4QM9WV+7GVQ,https://data.gov.il/dataset/nationalcanopytrees,03,הגליל התחתון,Hagalil Hatahton,צפון,,,,,,,,,,,5503
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,9.82000093257,,,,,,,,,,,,6549/14,6549,14,1,"[34.86477647092429, 32.123970459451535]",,,,,,,,,,,,,1453988,,,,,,,,,,,,,,,34.86477647092429,187403.15117274786,32.123970459451535,670115.9113697341,חישה מרחוק,2023-02-06,canopy-1134134,מיפוי חופות עצים,ממשלתי,8G4P4VF7+HWJX,https://data.gov.il/dataset/nationalcanopytrees,9700,הוד השרון,Hod Hasharon,מרכז,,,,,,,,,,,97000032
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,18.8111917898,,,,,,,,,,,,6608/7,6608,7,1,"[34.797378482686696, 32.14499298710193]",,,,,,,,,,,,,1193009,,,,,,,,,,,,,,,34.797378482686696,181051.75943912665,32.14499298710193,672469.1726728766,חישה מרחוק,2023-02-06,canopy-821551,מיפוי חופות עצים,ממשלתי,8G4P4QVW+XXRJ,https://data.gov.il/dataset/nationalcanopytrees,6400,הרצליה,Hertseliya,תל אביב,,,,,,,,,,,64000314
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,28.3400026937,,,,,,,,,,,,11143/22,11143,22,1,"[35.096548773808976, 32.74731947964408]",,,,,,,,,,,,,1943463,,,,,,,,,,,,,,,35.096548773808976,209344.66361847165,32.74731947964408,739197.3451560962,חישה מרחוק,2023-02-06,canopy-1717599,מיפוי חופות עצים,ממשלתי,8G4QP3WW+WJFP,https://data.gov.il/dataset/nationalcanopytrees,12,זבולון,Zevulun,חיפה,,,,,,,,,,,1120001
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,9.12000086822,,,,,,,,,,,,11295/121,11295,121,1,"[34.93875853524177, 32.56117353594882]",,,,,,,,,,,,,1809666,,,,,,,,,,,,,,,34.93875853524177,194504.9107758604,32.56117353594882,718579.8016378388,חישה מרחוק,2023-02-06,canopy-1557493,מיפוי חופות עצים,ממשלתי,8G4PHW6Q+FG6V,https://data.gov.il/dataset/nationalcanopytrees,9300,זכרון יעקב,Zih'ron Ya'akov,חיפה,,,,,,,,,,,93000003
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,6.80000064336,,,,,,,,,,,,8663/1,8663,1,1,"[35.03912006500325, 32.349898111569345]",,,,,,,,,,,,,1824497,,,,,,,,,,,,,,,35.03912006500325,203894.04451097624,32.349898111569345,695131.0497267757,חישה מרחוק,2023-02-06,canopy-1575975,מיפוי חופות עצים,ממשלתי,8G4Q82XQ+XJ5X,https://data.gov.il/dataset/nationalcanopytrees,1290,זמר,Zemer,מרכז,,,,,,,,,,,12900001
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,10.8200010278,,,,,,,,,,,,17496/76,17496,76,1,"[35.21212015757595, 32.709209612816146]",,,,,,,,,,,,,2537117,,,,,,,,,,,,,,,35.21212015757595,220176.30348846,32.709209612816146,734965.8029421536,חישה מרחוק,2023-02-06,canopy-2395147,מיפוי חופות עצים,ממשלתי,8G4QP656+MRQ9,https://data.gov.il/dataset/nationalcanopytrees,0975,זרזיר,Zarzir,צפון,,,,,,,,,,,9750001
https://s3.eu-west-2.wasabisys.com/opentreebase-public/processed/canopies/extracted_trees.geojson,,,,,10.480000997,,,,,,,,,,,,40227/1,40227,1,1,"[34.96800628606478, 29.554661998446466]",,,,,,,,,,,,,831810,,,,,,,,,,,,,,,34.96800628606478,196542.33759073212,29.554661998446466,385234.2474595861,חישה מרחוק,2023-02-06,canopy-6239,מיפוי חופות עצים,ממשלתי,7GXPHX39+V66C,https://data.gov.il/dataset/nationalcanopytrees,53,חבל אילות,Hevel Eielot,דרום,,,,,,,,,,,5553
